id,name,device_type,device_role,serial,status,site,rack,position,tenant
2439,AP-Joinville-TJ_09,,Access Point,,Active,Joinville,,,MPSC
2440,AP-Joinville-TJ_10,,Access Point,,Active,Joinville,,,MPSC
2441,AP-Joinville-TJ_11,,Access Point,,Active,Joinville,,,MPSC
2442,AP-Joinville-TJ_12,,Access Point,,Active,Joinville,,,MPSC
2443,AP-Joinville-TJ_13,,Access Point,,Active,Joinville,,,MPSC
2444,AP-Joinville-TJ_14,,Access Point,,Active,Joinville,,,MPSC
2445,AP-Joinville-TJ_15,,Access Point,,Active,Joinville,,,MPSC
2446,AP-Joinville-TJ_16,,Access Point,,Active,Joinville,,,MPSC
2447,AP-Joinville-TJ_17,,Access Point,,Active,Joinville,,,MPSC
2448,AP-Joinville-TJ_18,,Access Point,,Active,Joinville,,,MPSC
2449,AP-Joinville-TJ_19,,Access Point,,Active,Joinville,,,MPSC
2450,AP-Joinville-TJ_20,,Access Point,,Active,Joinville,,,MPSC
3392,AP-Joinville-TJ_21,,Access Point,,Active,Joinville,,,MPSC
2085,AP-Lages-TJ_01,,Access Point,,Active,Lages,,,MPSC
2086,AP-Lages-TJ_02,,Access Point,,Active,Lages,,,MPSC
2087,AP-Lages-TJ_03,,Access Point,,Active,Lages,,,MPSC
2088,AP-Lages-TJ_04,,Access Point,,Active,Lages,,,MPSC
2089,AP-Lages-TJ_05,,Access Point,,Active,Lages,,,MPSC
2090,AP-Lages-TJ_06,,Access Point,,Active,Lages,,,MPSC
2091,AP-Lages-TJ_07,,Access Point,,Active,Lages,,,MPSC
2092,AP-Lages-TJ_08,,Access Point,,Active,Lages,,,MPSC
2093,AP-Lages-TJ_09,,Access Point,,Active,Lages,,,MPSC
2094,AP-Lages-TJ_10,,Access Point,,Active,Lages,,,MPSC
2095,AP-Lages-TJ_11,,Access Point,,Active,Lages,,,MPSC
2096,AP-Lages-TJ_12,,Access Point,,Active,Lages,,,MPSC
2084,AP-Lages-TJ_13,,Access Point,,Active,Lages - Unidade Avançada,,,MPSC
2629,AP-Laguna-TJ_01,,Access Point,,Active,Laguna,,,MPSC
2630,AP-Laguna-TJ_02,,Access Point,,Active,Laguna,,,MPSC
2631,AP-Laguna-TJ_03,,Access Point,,Active,Laguna,,,MPSC
2632,AP-Laguna-TJ_04,,Access Point,,Active,Laguna,,,MPSC
2515,AP-Lauro-Muller-TJ_01,,Access Point,,Active,Lauro Müller,,,MPSC
2516,AP-Lauro-Muller-TJ_02,,Access Point,,Active,Lauro Müller,,,MPSC
2473,AP-Lebon-Regis-TJ_01,,Access Point,,Active,Lebon Régis,,,MPSC
2474,AP-Lebon-Regis-TJ_02,,Access Point,,Active,Lebon Régis,,,MPSC
2475,AP-Lebon-Regis-TJ_03,,Access Point,,Active,Lebon Régis,,,MPSC
2123,AP-Mafra-TJ_01,,Access Point,,Active,Mafra,,,MPSC
2124,AP-Mafra-TJ_02,,Access Point,,Active,Mafra,,,MPSC
2125,AP-Mafra-TJ_03,,Access Point,,Active,Mafra,,,MPSC
2126,AP-Mafra-TJ_04,,Access Point,,Active,Mafra,,,MPSC
2517,AP-Maravilha-TJ_01,,Access Point,,Active,Maravilha,,,MPSC
2518,AP-Maravilha-TJ_02,,Access Point,,Active,Maravilha,,,MPSC
2519,AP-Maravilha-TJ_03,,Access Point,,Active,Maravilha,,,MPSC
2520,AP-Meleiro-TJ_01,,Access Point,,Active,Meleiro,,,MPSC
2581,AP-Modelo-TJ_01,,Access Point,,Active,Modelo,,,MPSC
2582,AP-Modelo-TJ_02,,Access Point,,Active,Modelo,,,MPSC
2225,AP-Mondai-TJ_01,,Access Point,,Active,Mondaí,,,MPSC
2226,AP-Mondai-TJ_02,,Access Point,,Active,Mondaí,,,MPSC
2229,AP-Mondai-TJ_03,,Access Point,,Active,Mondaí,,,MPSC
2693,AP-Navegantes-TJ_01,,Access Point,,Active,Navegantes,,,MPSC
2694,AP-Navegantes-TJ_02,,Access Point,,Active,Navegantes,,,MPSC
2695,AP-Navegantes-TJ_03,,Access Point,,Active,Navegantes,,,MPSC
2696,AP-Navegantes-TJ_04,,Access Point,,Active,Navegantes,,,MPSC
2697,AP-Navegantes-TJ_05,,Access Point,,Active,Navegantes,,,MPSC
2698,AP-Navegantes-TJ_06,,Access Point,,Active,Navegantes,,,MPSC
2699,AP-Navegantes-TJ_07,,Access Point,,Active,Navegantes,,,MPSC
2598,AP-Orleans-TJ_01,,Access Point,,Active,Orleans,,,MPSC
2599,AP-Orleans-TJ_02,,Access Point,,Active,Orleans,,,MPSC
2600,AP-Orleans-TJ_03,,Access Point,,Active,Orleans,,,MPSC
2476,AP-Otacilio-Costa-TJ_01,,Access Point,,Active,Otacílio Costa,,,MPSC
2477,AP-Otacilio-Costa-TJ_02,,Access Point,,Active,Otacílio Costa,,,MPSC
2478,AP-Otacilio-Costa-TJ_03,,Access Point,,Active,Otacílio Costa,,,MPSC
2330,AP-Palhoca-TJ_01,,Access Point,,Active,Palhoça,,,MPSC
2331,AP-Palhoca-TJ_02,,Access Point,,Active,Palhoça,,,MPSC
2332,AP-Palhoca-TJ_03,,Access Point,,Active,Palhoça,,,MPSC
2333,AP-Palhoca-TJ_04,,Access Point,,Active,Palhoça,,,MPSC
2334,AP-Palhoca-TJ_05,,Access Point,,Active,Palhoça,,,MPSC
2335,AP-Palhoca-TJ_06,,Access Point,,Active,Palhoça,,,MPSC
2336,AP-Palhoca-TJ_07,,Access Point,,Active,Palhoça,,,MPSC
2337,AP-Palhoca-TJ_08,,Access Point,,Active,Palhoça,,,MPSC
2338,AP-Palhoca-TJ_09,,Access Point,,Active,Palhoça,,,MPSC
2339,AP-Palhoca-TJ_10,,Access Point,,Active,Palhoça,,,MPSC
2372,AP-Palmitos-TJ_01,,Access Point,,Active,Palmitos,,,MPSC
2373,AP-Palmitos-TJ_02,,Access Point,,Active,Palmitos,,,MPSC
2374,AP-Palmitos-TJ_03,,Access Point,,Active,Palmitos,,,MPSC
2121,AP-Papanduva-TJ_01,,Access Point,,Active,Papanduva,,,MPSC
2122,AP-Papanduva-TJ_02,,Access Point,,Active,Papanduva,,,MPSC
2467,AP-Penha-TJ_01,,Access Point,,Active,Penha,,,MPSC
3386,AP-Penha-TJ_02,,Access Point,,Active,Penha,,,MPSC
2358,AP-Pinhalzinho-TJ_01,,Access Point,,Active,Pinhalzinho,,,MPSC
2359,AP-Pinhalzinho-TJ_02,,Access Point,,Active,Pinhalzinho,,,MPSC
2700,AP-Pomerode-TJ_01,,Access Point,,Active,Pomerode,,,MPSC
2701,AP-Pomerode-TJ_02,,Access Point,,Active,Pomerode,,,MPSC
2702,AP-Pomerode-TJ_03,,Access Point,,Active,Pomerode,,,MPSC
2703,AP-Pomerode-TJ_04,,Access Point,,Active,Pomerode,,,MPSC
2704,AP-Pomerode-TJ_05,,Access Point,,Active,Pomerode,,,MPSC
2360,AP-Ponte-Serrada-TJ_01,,Access Point,,Active,Ponte Serrada,,,MPSC
2361,AP-Ponte-Serrada-TJ_02,,Access Point,,Active,Ponte Serrada,,,MPSC
2576,AP-Porto-Belo-TJ_01,,Access Point,,Active,Porto Belo,,,MPSC
2577,AP-Porto-Belo-TJ_02,,Access Point,,Active,Porto Belo,,,MPSC
2578,AP-Porto-Belo-TJ_03,,Access Point,,Active,Porto Belo,,,MPSC
2567,AP-Porto-Uniao-TJ_01,,Access Point,,Active,Porto União,,,MPSC
2568,AP-Porto-Uniao-TJ_02,,Access Point,,Active,Porto União,,,MPSC
2569,AP-Porto-Uniao-TJ_03,,Access Point,,Active,Porto União,,,MPSC
2570,AP-Porto-Uniao-TJ_04,,Access Point,,Active,Porto União,,,MPSC
2564,AP-Presidente-Getulio-TJ_01,,Access Point,,Active,Presidente Getúlio,,,MPSC
2227,AP-Quilombo-TJ_01,,Access Point,,Active,Quilombo,,,MPSC
2228,AP-Quilombo-TJ_02,,Access Point,,Active,Quilombo,,,MPSC
2188,AP-Rio-do-Campo-TJ_01,,Access Point,,Active,Rio do Campo,,,MPSC
2705,AP-Rio-do-Oeste-TJ,,Access Point,,Active,Rio do Oeste,,,MPSC
2554,AP-Rio-do-Sul-TJ_01,,Access Point,,Active,Rio do Sul,,,MPSC
2555,AP-Rio-do-Sul-TJ_02,,Access Point,,Active,Rio do Sul,,,MPSC
2556,AP-Rio-do-Sul-TJ_03,,Access Point,,Active,Rio do Sul,,,MPSC
2557,AP-Rio-do-Sul-TJ_04,,Access Point,,Active,Rio do Sul,,,MPSC
2558,AP-Rio-do-Sul-TJ_05,,Access Point,,Active,Rio do Sul,,,MPSC
2559,AP-Rio-do-Sul-TJ_06,,Access Point,,Active,Rio do Sul,,,MPSC
2560,AP-Rio-do-Sul-TJ_07,,Access Point,,Active,Rio do Sul,,,MPSC
2561,AP-Rio-do-Sul-TJ_08,,Access Point,,Active,Rio do Sul,,,MPSC
2172,AP-Rio-Negrinho-TJ_01,,Access Point,,Active,Rio Negrinho,,,MPSC
2173,AP-Rio-Negrinho-TJ_02,,Access Point,,Active,Rio Negrinho - Unidade Avançada,,,MPSC
2479,AP-Santa-Cecilia-TJ_01,,Access Point,,Active,Santa Cecília,,,MPSC
2480,AP-Santa-Cecilia-TJ_02,,Access Point,,Active,Santa Cecília,,,MPSC
2481,AP-Santa-Cecilia-TJ_03,,Access Point,,Active,Santa Cecília,,,MPSC
2327,AP-Santa-Rosa-Sul-TJ_01,,Access Point,,Active,Santa Rosa do Sul,,,MPSC
2328,AP-Santa-Rosa-Sul-TJ_02,,Access Point,,Active,Santa Rosa do Sul,,,MPSC
2454,AP-Sao-Bento-Do-Sul-TJ_01,,Access Point,,Active,São Bento do Sul,,,MPSC
2455,AP-Sao-Bento-Do-Sul-TJ_02,,Access Point,,Active,São Bento do Sul,,,MPSC
2456,AP-Sao-Bento-Do-Sul-TJ_03,,Access Point,,Active,São Bento do Sul,,,MPSC
2457,AP-Sao-Bento-Do-Sul-TJ_04,,Access Point,,Active,São Bento do Sul,,,MPSC
2574,AP-Sao-Carlos-TJ_01,,Access Point,,Active,São Carlos,,,MPSC
2575,AP-Sao-Carlos-TJ_02,,Access Point,,Active,São Carlos,,,MPSC
2601,AP-Sao-Domingos-TJ_01,,Access Point,,Active,São Domingos,,,MPSC
2602,AP-Sao-Domingos-TJ_02,,Access Point,,Active,São Domingos,,,MPSC
2603,AP-Sao-Domingos-TJ_03,,Access Point,,Active,São Domingos,,,MPSC
2117,AP-Sao-Francisco-do-Sul-TJ_01,,Access Point,,Active,São Francisco do Sul,,,MPSC
2118,AP-Sao-Francisco-do-Sul-TJ_02,,Access Point,,Active,São Francisco do Sul,,,MPSC
2119,AP-Sao-Francisco-do-Sul-TJ_03,,Access Point,,Active,São Francisco do Sul,,,MPSC
2120,AP-Sao-Francisco-do-Sul-TJ_04,,Access Point,,Active,São Francisco do Sul,,,MPSC
2295,AP-Sao-Joao-Batista-TJ_01,,Access Point,,Active,São João Batista,,,MPSC
2296,AP-Sao-Joao-Batista-TJ_02,,Access Point,,Active,São João Batista,,,MPSC
2297,AP-Sao-Joao-Batista-TJ_03,,Access Point,,Active,São João Batista,,,MPSC
2550,AP-Sao-Joaquim-TJ_01,,Access Point,,Active,São Joaquim,,,MPSC
2551,AP-Sao-Joaquim-TJ_02,,Access Point,,Active,São Joaquim,,,MPSC
2552,AP-Sao-Joaquim-TJ_03,,Access Point,,Active,São Joaquim,,,MPSC
2553,AP-Sao-Joaquim-TJ_04,,Access Point,,Active,São Joaquim,,,MPSC
2257,AP-Sao-Jose-do-Cedro-TJ_01,,Access Point,,Active,São José do Cedro,,,MPSC
2536,AP-Sao-Jose-TJ_01,,Access Point,,Active,São José,,,MPSC
2537,AP-Sao-Jose-TJ_02,,Access Point,,Active,São José,,,MPSC
2538,AP-Sao-Jose-TJ_03,,Access Point,,Active,São José,,,MPSC
2539,AP-Sao-Jose-TJ_04,,Access Point,,Active,São José,,,MPSC
2540,AP-Sao-Jose-TJ_05,,Access Point,,Active,São José,,,MPSC
2541,AP-Sao-Jose-TJ_06,,Access Point,,Active,São José,,,MPSC
2542,AP-Sao-Jose-TJ_07,,Access Point,,Active,São José,,,MPSC
2543,AP-Sao-Jose-TJ_08,,Access Point,,Active,São José,,,MPSC
2544,AP-Sao-Jose-TJ_09,,Access Point,,Active,São José,,,MPSC
2545,AP-Sao-Jose-TJ_10,,Access Point,,Active,São José,,,MPSC
3147,AP-Sao-Jose-TJ_11,,Access Point,,Active,São José,,,MPSC
2573,AP-Sao-Lourenco-do-Oeste-TJ_01,,Access Point,,Active,São Lourenço do Oeste,,,MPSC
2252,AP-Sao-Miguel-do-Oeste-TJ_01,,Access Point,,Active,São Miguel do Oeste,,,MPSC
2253,AP-Sao-Miguel-do-Oeste-TJ_02,,Access Point,,Active,São Miguel do Oeste,,,MPSC
2254,AP-Sao-Miguel-do-Oeste-TJ_03,,Access Point,,Active,São Miguel do Oeste,,,MPSC
2255,AP-Sao-Miguel-do-Oeste-TJ_04,,Access Point,,Active,São Miguel do Oeste,,,MPSC
2256,AP-Sao-Miguel-do-Oeste-TJ_05,,Access Point,,Active,São Miguel do Oeste,,,MPSC
3391,AP-Sao-Miguel-do-Oeste-TJ_06,,Access Point,,Active,São Miguel do Oeste,,,MPSC
2200,AP-Seara-TJ_01,,Access Point,,Active,Seara,,,MPSC
2201,AP-Seara-TJ_02,,Access Point,,Active,Seara,,,MPSC
2202,AP-Seara-TJ_03,,Access Point,,Active,Seara,,,MPSC
2115,AP-Sombrio-TJ_01,,Access Point,,Active,Sombrio,,,MPSC
2116,AP-Sombrio-TJ_02,,Access Point,,Active,Sombrio,,,MPSC
2375,AP-Sto-Amaro-Imperatriz-2-TJ_01,,Access Point,,Active,Santo Amaro da Imperatriz - Unidade Avançada,,,MPSC
2376,AP-Sto-Amaro-Imperatriz-TJ_01,,Access Point,,Active,Santo Amaro da Imperatriz,,,MPSC
2377,AP-Sto-Amaro-Imperatriz-TJ_02,,Access Point,,Active,Santo Amaro da Imperatriz,,,MPSC
2189,AP-Taio-TJ_01,,Access Point,,Active,Taió,,,MPSC
2356,AP-Tangara-TJ_01,,Access Point,,Active,Tangará,,,MPSC
2357,AP-Tangara-TJ_02,,Access Point,,Active,Tangará,,,MPSC
2345,AP-Tijucas-TJ_01,,Access Point,,Active,Tijucas,,,MPSC
2346,AP-Tijucas-TJ_02,,Access Point,,Active,Tijucas,,,MPSC
2347,AP-Tijucas-TJ_03,,Access Point,,Active,Tijucas,,,MPSC
2532,AP-Timbo-TJ_01,,Access Point,,Active,Timbó,,,MPSC
2533,AP-Timbo-TJ_02,,Access Point,,Active,Timbó,,,MPSC
2535,AP-Timbo-TJ_03,,Access Point,,Active,Timbó,,,MPSC
3385,AP-Timbo-TJ_04,,Access Point,,Active,Timbó,,,MPSC
2752,AP_TJ_Terreo_Corredor_Acesso_T2,,Access Point,,Active,Torre 1,,,
2757,AP_TJ_Terreo_Escada_Ent_Pleno,,Access Point,,Active,Torre 1,,,
2756,AP_TJ_Terreo_FAC_031,,Access Point,,Active,Torre 1,,,
2755,AP_TJ_Terreo_GVP_007,,Access Point,,Active,Torre 1,,,
2753,AP_TJ_Terreo_Restaurante,,Access Point,,Active,Torre 1,,,
2754,AP_TJ_Terreo_Tramitacao_034,,Access Point,,Active,Torre 1,,,
2706,AP-Trombudo-Central-TJ_01,,Access Point,,Active,Trombudo Central,,,MPSC
2707,AP-Trombudo-Central-TJ_02,,Access Point,,Active,Trombudo Central,,,MPSC
2019,AP-Tubarao-TJ_01,,Access Point,,Active,Tubarão,,,MPSC
2020,AP-Tubarao-TJ_02,,Access Point,,Active,Tubarão,,,MPSC
2021,AP-Tubarao-TJ_03,,Access Point,,Active,Tubarão,,,MPSC
2022,AP-Tubarao-TJ_04,,Access Point,,Active,Tubarão,,,MPSC
2023,AP-Tubarao-TJ_05,,Access Point,,Active,Tubarão,,,MPSC
2024,AP-Tubarao-TJ_06,,Access Point,,Active,Tubarão,,,MPSC
2025,AP-Tubarao-TJ_07,,Access Point,,Active,Tubarão,,,MPSC
2026,AP-Tubarao-TJ_08,,Access Point,,Active,Tubarão,,,MPSC
2027,AP-Tubarao-TJ_09,,Access Point,,Active,Tubarão,,,MPSC
2028,AP-Tubarao-TJ_10,,Access Point,,Active,Tubarão,,,MPSC
2029,AP-Tubarao-TJ_11,,Access Point,,Active,Tubarão,,,MPSC
2529,AP-Turvo-TJ_01,,Access Point,,Active,Turvo,,,MPSC
2530,AP-Turvo-TJ_02,,Access Point,,Active,Turvo,,,MPSC
2531,AP-Turvo-TJ_03,,Access Point,,Active,Turvo,,,MPSC
2499,AP-Urubici-TJ_01,,Access Point,,Active,Urubici,,,MPSC
2500,AP-Urubici-TJ_02,,Access Point,,Active,Urubici,,,MPSC
2501,AP-Urubici-TJ_03,,Access Point,,Active,Urubici,,,MPSC
2526,AP-Urussanga-TJ_01,,Access Point,,Active,Urussanga,,,MPSC
2527,AP-Urussanga-TJ_02,,Access Point,,Active,Urussanga,,,MPSC
2495,AP-Videira-TJ_01,,Access Point,,Active,Videira,,,MPSC
2496,AP-Videira-TJ_02,,Access Point,,Active,Videira,,,MPSC
2497,AP-Videira-TJ_03,,Access Point,,Active,Videira,,,MPSC
2498,AP-Videira-TJ_04,,Access Point,,Active,Videira,,,MPSC
2203,AP-Xanxere-TJ_01,,Access Point,,Active,Xanxerê,,,MPSC
2204,AP-Xanxere-TJ_02,,Access Point,,Active,Xanxerê,,,MPSC
2205,AP-Xanxere-TJ_03,,Access Point,,Active,Xanxerê,,,MPSC
2206,AP-Xanxere-TJ_04,,Access Point,,Active,Xanxerê,,,MPSC
2492,AP-Xaxim-TJ_01,,Access Point,,Active,Xaxim,,,MPSC
2493,AP-Xaxim-TJ_02,,Access Point,,Active,Xaxim,,,MPSC
2494,AP-Xaxim-TJ_03,,Access Point,,Active,Xaxim,,,MPSC
2947,ASR 1001 Oi,,Router Internet,,Active,CPD,Rack Telecom 01,21.0,
2953,ASR 1001-X Oi (confirmar),,Router MPLS,,Active,CPD,Rack Telecom 01,13.0,
3448,ATA D-Link 01,,VoIP Gateway,,Active,Norte da Ilha - UFSC,Norte-da-Ilha -UFSC-Rack-01,5.0,
2068,Backbone-Torre5-9300,,Core Switch,,Active,Academia Judicial / UDB,,,TJSC
2069,Backbone-Torre5-9300:2,,Core Switch,,Active,Academia Judicial / UDB,,,TJSC
2878,BACKBONE_TORRE_II_novo:1,,Core Switch,,Active,Torre 2,,,TJSC
2879,BACKBONE_TORRE_II_novo:2,,Core Switch,,Active,Torre 2,,,TJSC
2817,BACKBONE_TORRE_I-NEXUS1,,Core Switch,,Active,Torre 1,,,TJSC
2818,BACKBONE_TORRE_I-NEXUS2,,Core Switch,,Active,Torre 1,,,TJSC
3312,bb_Abelardo_Luz:1,,Core Switch,,Active,Abelardo Luz,,,TJSC
3313,bb_Abelardo_Luz:2,,Core Switch,,Active,Abelardo Luz,,,TJSC
3290,bb_anchieta:1,,Core Switch,,Active,Anchieta,,,TJSC
3291,bb_anchieta:2,,Core Switch,,Active,Anchieta,,,TJSC
3158,bb_anita_garibaldi:1,,Core Switch,,Active,Anita Garibaldi,,,TJSC
3159,bb_anita_garibaldi:2,,Core Switch,,Active,Anita Garibaldi,,,TJSC
3343,bb_araquari:1,,Core Switch,,Active,Araquari,,,TJSC
3344,bb_araquari:2,,Core Switch,,Active,Araquari,,,TJSC
3121,bb_ararangua:1,,Core Switch,,Active,Araranguá,,,TJSC
3122,bb_ararangua:2,,Core Switch,,Active,Araranguá,,,TJSC
2763,bb_aririu:1,,Core Switch,,Active,Aririú,,,
2764,bb_aririu:2,,Core Switch,,Active,Aririú,,,
3072,bb_armazem:1,,Core Switch,,Active,Armazém,,,TJSC
3073,bb_armazem:2,,Core Switch,,Active,Armazém,,,TJSC
3066,bb_ascurra:1,,Core Switch,,Active,Ascurra,,,TJSC
3067,bb_ascurra:2,,Core Switch,,Active,Ascurra,,,TJSC
3005,bb_balneario_camboriu:1,,Core Switch,,Active,Balneário Camboriú,,,TJSC
3006,bb_balneario_camboriu:2,,Core Switch,,Active,Balneário Camboriú,,,TJSC
3056,bb_balneario_picarras:1,,Core Switch,,Active,Balneário Piçarras,,,TJSC
3057,bb_balneario_picarras:2,,Core Switch,,Active,Balneário Piçarras,,,TJSC
3052,bb_barra_velha:1,,Core Switch,,Active,Barra Velha,,,TJSC
3053,bb_barra_velha:2,,Core Switch,,Active,Barra Velha,,,TJSC
2902,bb_biguacu:1,,Core Switch,,Active,Biguaçu,,,TJSC
2903,bb_biguacu:2,,Core Switch,,Active,Biguaçu,,,TJSC
3356,bb_biguacu_avancada:1,,Core Switch,,Active,Biguaçu - Unidade Avançada (Jec),,,TJSC
3357,bb_biguacu_avancada:2,,Core Switch,,Active,Biguaçu - Unidade Avançada (Jec),,,TJSC
3058,bb_blumenau:1,,Core Switch,,Active,Blumenau,,,TJSC
3059,bb_blumenau:2,,Core Switch,,Active,Blumenau,,,TJSC
3060,bb_blumenau_furb:1,,Core Switch,,Active,Blumenau - Furb,,,TJSC
3061,bb_blumenau_furb:2,,Core Switch,,Active,Blumenau - Furb,,,TJSC
3164,bb_bom_retiro:1,,Core Switch,,Active,Bom Retiro,,,TJSC
3165,bb_bom_retiro:2,,Core Switch,,Active,Bom Retiro,,,TJSC
3074,bb_braco_do_norte:1,,Core Switch,,Active,Braço do Norte,,,TJSC
3075,bb_braco_do_norte:2,,Core Switch,,Active,Braço do Norte,,,TJSC
2758,bb_brejaru:1,,Core Switch,,Active,Brejarú,,,
2759,bb_brejaru:2,,Core Switch,,Active,Brejarú,,,
3038,bb_brusque:1,,Core Switch,,Active,Brusque,,,TJSC
3039,bb_brusque:2,,Core Switch,,Active,Brusque,,,TJSC
3040,bb_brusque_avancada:1,,Core Switch,,Active,Brusque - Unidade Avançada,,,TJSC
3041,bb_brusque_avancada:2,,Core Switch,,Active,Brusque - Unidade Avançada,,,TJSC
3186,bb_cacador:1,,Core Switch,,Active,Caçador,,,TJSC
3187,bb_cacador:2,,Core Switch,,Active,Caçador,,,TJSC
3184,bb_cacador_avancada:1,,Core Switch,,Active,Caçador - Unidade Avançada,,,TJSC
3185,bb_cacador_avancada:2,,Core Switch,,Active,Caçador - Unidade Avançada,,,TJSC
3007,bb_camboriu:1,,Core Switch,,Active,Camboriú,,,TJSC
3012,bb_camboriu:2,,Core Switch,,Active,Camboriú,,,TJSC
3155,bb_campo_belo_do_sul:1,,Core Switch,,Active,Campo Belo do Sul,,,TJSC
3156,bb_campo_belo_do_sul:2,,Core Switch,,Active,Campo Belo do Sul,,,TJSC
3292,bb_campo_ere:1,,Core Switch,,Active,Campo Erê,,,TJSC
3293,bb_campo_ere:2,,Core Switch,,Active,Campo Erê,,,TJSC
3196,bb_campos_novos:1,,Core Switch,,Active,Campos Novos,,,TJSC
3197,bb_campos_novos:2,,Core Switch,,Active,Campos Novos,,,TJSC
3259,bb_canoinhas:1,,Core Switch,,Active,Canoinhas,,,TJSC
3260,bb_canoinhas:2,,Core Switch,,Active,Canoinhas,,,TJSC
3198,bb_capinzal:1,,Core Switch,,Active,Capinzal,,,TJSC
3199,bb_capinzal:2,,Core Switch,,Active,Capinzal,,,TJSC
3001,bb_capivari:1,,Core Switch,,Active,Capivari de Baixo,,,TJSC
3002,bb_capivari:2,,Core Switch,,Active,Capivari de Baixo,,,TJSC
3202,bb_catanduvas:1,,Core Switch,,Active,Catanduvas,,,TJSC
3203,bb_catanduvas:2,,Core Switch,,Active,Catanduvas,,,TJSC
3235,bb_chapeco:1,,Core Switch,,Active,Chapecó,,,TJSC
3236,bb_chapeco:2,,Core Switch,,Active,Chapecó,,,TJSC
3222,bb_concordia:1,,Core Switch,,Active,Concórdia,,,TJSC
3223,bb_concordia:2,,Core Switch,,Active,Concórdia,,,TJSC
3249,bb_coronel_freitas:1,,Core Switch,,Active,Coronel Freitas,,,TJSC
3250,bb_coronel_freitas:2,,Core Switch,,Active,Coronel Freitas,,,TJSC
3151,bb_correia_pinto:1,,Core Switch,,Active,Correia Pinto,,,TJSC
3152,bb_correia_pinto:2,,Core Switch,,Active,Correia Pinto,,,TJSC
3088,bb_criciuma:1,,Core Switch,,Active,Criciúma,,,TJSC
3089,bb_criciuma:2,,Core Switch,,Active,Criciúma,,,TJSC
3098,bb_criciuma_unesc:1,,Core Switch,,Active,Criciúma - UNESC,,,TJSC
3099,bb_criciuma_unesc:2,,Core Switch,,Active,Criciúma - UNESC,,,TJSC
3280,bb_cunha_pora:1,,Core Switch,,Active,Cunha Porã,,,TJSC
3281,bb_cunha_pora:2,,Core Switch,,Active,Cunha Porã,,,TJSC
3176,bb_curitibanos:1,,Core Switch,,Active,Curitibanos,,,TJSC
3177,bb_curitibanos:2,,Core Switch,,Active,Curitibanos,,,TJSC
3331,bb_descanso:1,,Core Switch,,Active,Descanso,,,TJSC
3332,bb_descanso:2,,Core Switch,,Active,Descanso,,,TJSC
3297,bb_dionisio_cerqueira:1,,Core Switch,,Active,Dionísio Cerqueira,,,TJSC
3298,bb_dionisio_cerqueira:2,,Core Switch,,Active,Dionísio Cerqueira,,,TJSC
2765,bb_estreito:1,,Core Switch,,Active,Estreito,,,
2766,bb_estreito:2,,Core Switch,,Active,Estreito,,,
2995,bb_fln_norte_ilha_ufsc:1,,Core Switch,2S2190053446,Active,Norte da Ilha - UFSC,Norte-da-Ilha -UFSC-Rack-01,40.0,TJSC
2996,bb_fln_norte_ilha_ufsc:2,,Core Switch,,Active,Norte da Ilha - UFSC,Norte-da-Ilha -UFSC-Rack-01,38.0,TJSC
3086,bb_forquilhinha:1,,Core Switch,,Active,Forquilhinha,,,TJSC
3087,bb_forquilhinha:2,,Core Switch,,Active,Forquilhinha,,,TJSC
3178,bb_fraiburgo:1,,Core Switch,,Active,Fraiburgo,,,TJSC
3179,bb_fraiburgo:2,,Core Switch,,Active,Fraiburgo,,,TJSC
2993,bb_garopaba:1,,Core Switch,2S2190053409,Active,Garopaba,,,TJSC
2994,bb_garopaba:2,,Core Switch,,Active,Garopaba,,,TJSC
3337,bb_garuva:1,,Core Switch,,Active,Garuva,,,TJSC
3338,bb_garuva:2,,Core Switch,,Active,Garuva,,,TJSC
3068,bb_gaspar:1,,Core Switch,,Active,Gaspar,,,TJSC
3069,bb_gaspar:2,,Core Switch,,Active,Gaspar,,,TJSC
3345,bb_guaramirim:1,,Core Switch,,Active,Guaramirim,,,TJSC
3346,bb_guaramirim:2,,Core Switch,,Active,Guaramirim,,,TJSC
3220,bb_herval_do_oeste:1,,Core Switch,,Active,Herval do Oeste,,,TJSC
3221,bb_herval_do_oeste:2,,Core Switch,,Active,Herval do Oeste,,,TJSC
3127,bb_ibirama:1,,Core Switch,,Active,Ibirama,,,TJSC
3128,bb_ibirama:2,,Core Switch,,Active,Ibirama,,,TJSC
3090,bb_icara:1,,Core Switch,,Active,Içara,,,TJSC
3091,bb_icara:2,,Core Switch,,Active,Içara,,,TJSC
3076,bb_imarui:1,,Core Switch,,Active,Imaruí,,,TJSC
3077,bb_imarui:2,,Core Switch,,Active,Imaruí,,,TJSC
3078,bb_imbituba_1vara:1,,Core Switch,,Active,Imbituba - Primeira Vara,,,TJSC
3079,bb_imbituba_1vara:2,,Core Switch,,Active,Imbituba - Primeira Vara,,,TJSC
3080,bb_imbituba_2vara:1,,Core Switch,,Active,Imbituba - Segunda Vara,,,TJSC
3081,bb_imbituba_2vara:2,,Core Switch,,Active,Imbituba - Segunda Vara,,,TJSC
3027,bb_indaial:1,,Core Switch,,Active,Indaial,,,
3028,bb_indaial:2,,Core Switch,,Active,Indaial,,,
3314,bb_ipumirim:1,,Core Switch,,Active,Ipumirim,,,TJSC
